Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2017",,"Data collected as of January 5, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,"Plague",,Marburg disease,,"Lassa fever",,Acute poliomyelitis,,Tuberculosis,,"Diphtheria",,"Severe Acute Respiratory Syndrome(SARS)",,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,"Paratyphoid fever",,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,"Rabies",,Coccidioidomycosis,,Monkeypox,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,"Nipah virus infection",,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,"Lyssavirus infection(excluding rabies)",,Rift valley fever,,"Melioidosis",,"Legionellosis",,"Leptospirosis",,"Rocky mountain spotted fever",,"Amebiasis",,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant enterobacteriaceae infection,,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,"Severe invasive streptococcal infections(TSLS)",,"Acquired immunodeficiency syndrome (AIDS)",,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
Tochigi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,292,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,19,0,4,0,14,0,10,0,0,0,3,0,7,0,13,0,2,0,4,0,0,0,30,0,3,0,0,0,58,0,1,0,2,0,0,0,0,0,1,0,0,0,0
Gunma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,109,0,2,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,13,0,7,0,8,0,3,0,0,1,3,0,6,0,13,0,1,0,4,0,0,0,29,0,4,0,0,1,64,0,0,0,4,0,0,0,1,0,0,0,2,0,0
Saitama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,246,0,3,0,0,0,19,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,2,0,0,1,53,0,11,0,57,2,45,0,0,0,4,1,21,0,34,0,0,0,20,0,2,0,130,0,12,0,0,8,232,0,3,0,2,0,0,1,12,0,6,0,5,0,8
Chiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,179,0,1,0,0,0,20,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,1,43,1,17,2,77,0,84,0,0,0,6,2,27,0,51,0,1,1,7,1,4,1,150,0,8,0,0,1,140,0,4,0,7,0,0,0,1,0,8,0,3,1,2
Tokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3452,0,0,0,0,0,0,0,0,0,0,0,2,0,34,4,469,0,8,0,6,0,54,0,0,1,64,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,1,0,0,0,0,0,1,2,159,0,9,0,0,4,216,0,66,3,211,1,73,0,2,0,18,0,71,3,456,0,24,2,56,0,3,5,385,1,53,0,0,29,1771,0,13,0,9,0,0,0,8,0,22,0,28,0,6
Kanagawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,265,0,3,0,2,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,101,0,2,0,0,0,89,0,12,0,122,1,48,0,0,1,14,2,47,1,81,0,2,1,26,0,3,4,236,0,15,0,0,2,321,1,11,0,5,0,0,0,6,0,10,0,9,0,1
Niigata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,13,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,39,0,0,0,0,0,14,0,3,0,33,0,12,0,0,0,5,0,10,0,9,0,0,0,6,0,0,2,84,0,3,0,0,0,31,0,4,0,1,0,0,0,0,0,0,0,3,0,0
Toyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,7,0,1,0,10,0,4,0,0,0,2,0,9,0,11,0,4,0,6,0,0,0,36,0,3,0,0,1,16,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Ishikawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,6,0,0,1,9,0,4,0,0,0,4,0,3,0,5,0,1,0,7,0,0,0,24,0,7,0,0,0,23,0,2,0,1,0,0,0,0,0,0,0,4,0,0
Fukui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,1,0,10,0,0,0,0,0,2,0,4,0,1,0,0,0,3,0,0,0,24,0,1,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yamanashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,4,0,5,0,4,0,0,1,7,0,2,0,7,0,0,0,3,0,0,0,17,0,2,0,0,0,13,0,4,0,1,0,0,0,0,0,0,0,1,0,0
Nagano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42,0,1,0,0,0,19,0,5,0,28,0,16,0,0,0,4,0,12,1,18,0,1,0,4,0,0,0,54,0,4,0,0,0,30,0,6,0,3,0,0,0,1,0,4,0,4,0,0
Gifu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,451,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,101,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,14,0,4,0,13,0,6,0,0,0,4,0,7,0,12,0,0,0,8,0,0,0,33,0,4,0,0,1,69,0,1,0,2,0,0,0,0,0,1,0,0,0,0
Shizuoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,583,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,115,0,3,0,1,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,21,0,4,0,32,0,24,0,0,0,5,0,20,0,19,0,3,0,7,0,0,0,91,0,9,0,0,1,86,0,6,0,6,0,0,0,0,0,7,0,2,0,0
Aichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1526,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,178,0,1,0,0,0,6,0,0,1,17,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,2,57,0,10,2,115,0,42,0,0,0,10,0,37,0,67,0,1,0,35,0,3,3,204,0,18,0,0,3,335,0,12,0,11,0,0,0,0,0,3,0,1,0,1
Mie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,1,18,0,4,0,27,1,3,0,0,0,2,1,11,0,12,0,0,0,4,0,1,0,50,0,3,0,0,1,58,0,1,0,1,0,0,0,1,0,1,0,22,0,0
Shiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,8,0,4,0,13,0,4,0,0,0,2,0,15,0,10,0,1,0,3,0,0,1,47,0,4,0,0,1,27,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Kyoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,639,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,23,0,2,0,38,0,12,0,0,0,8,1,10,0,23,0,1,0,5,0,0,0,90,0,4,0,0,0,83,0,2,0,3,0,0,0,2,0,0,0,2,0,0
Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1392,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,165,0,3,0,3,0,10,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,21,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,2,123,0,20,1,137,0,41,0,2,0,12,0,23,1,167,0,4,0,37,0,3,4,260,1,23,0,0,15,833,0,8,0,6,0,0,0,26,0,10,0,10,0,1
