Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2017",,"Data collected as of October 25, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,"Plague",,Marburg disease,,"Lassa fever",,Acute poliomyelitis,,Tuberculosis,,"Diphtheria",,"Severe Acute Respiratory Syndrome(SARS)",,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,"Paratyphoid fever",,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,"Rabies",,Coccidioidomycosis,,Monkeypox,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,"Nipah virus infection",,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,"Lyssavirus infection(excluding rabies)",,Rift valley fever,,"Melioidosis",,"Legionellosis",,"Leptospirosis",,"Rocky mountain spotted fever",,"Amebiasis",,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant enterobacteriaceae infection,,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,"Severe invasive streptococcal infections(TSLS)",,"Acquired immunodeficiency syndrome (AIDS)",,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
Tochigi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,242,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,15,0,4,0,11,0,11,0,0,0,3,0,4,1,11,0,1,0,3,0,0,0,26,0,2,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gunma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,102,0,2,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,35,0,0,0,0,1,11,0,6,0,8,0,2,0,0,0,1,0,6,0,9,0,1,0,3,0,0,0,26,0,3,0,0,1,52,0,0,0,4,0,0,0,0,0,0,0,2,0,0
Saitama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,234,0,1,0,0,0,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,2,0,0,1,44,0,10,0,50,0,36,0,0,0,4,0,16,1,30,0,0,1,15,0,2,0,98,0,12,0,0,0,176,0,3,0,2,0,0,0,9,0,5,0,5,0,7
Chiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,161,0,1,0,0,1,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,37,1,14,0,63,0,76,0,0,0,4,1,18,0,38,0,1,0,5,0,3,1,135,0,6,0,0,3,113,0,3,0,6,0,0,0,1,0,6,0,3,0,1
Tokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2760,0,0,0,0,0,0,0,0,0,0,0,2,0,29,4,436,0,8,0,6,0,47,0,0,1,55,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,0,1,0,0,0,0,0,1,1,127,1,8,0,0,3,168,0,49,5,175,0,58,0,1,0,12,1,57,8,373,0,22,0,44,0,3,3,320,0,41,0,0,21,1423,0,10,1,5,0,0,0,7,0,21,0,28,0,3
Kanagawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,240,0,2,0,2,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,80,0,2,0,0,1,77,0,9,3,103,0,40,0,0,0,11,0,30,2,67,0,2,0,19,0,3,4,179,0,12,0,0,4,258,0,9,0,5,0,0,0,6,0,9,1,9,0,0
Niigata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,1,0,0,1,12,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,36,0,0,0,0,1,12,0,3,0,27,0,11,0,0,0,5,0,9,0,8,0,0,0,5,0,0,1,67,0,2,0,0,0,22,0,4,0,1,0,0,0,0,0,0,0,3,0,0
Toyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,154,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,0,1,0,8,0,2,0,0,0,2,0,8,1,8,0,3,0,4,0,0,0,30,1,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ishikawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,5,0,0,0,6,0,2,0,0,0,4,0,0,0,3,0,1,0,5,0,0,0,19,1,7,0,0,0,20,0,2,0,1,0,0,0,0,0,0,0,4,0,0
Fukui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,1,17,0,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yamanashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,5,0,3,0,0,0,5,0,1,0,6,0,0,0,2,0,0,0,14,0,2,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,1,0,0
Nagano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,130,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,1,0,0,0,16,0,3,0,23,0,14,0,0,0,4,2,9,2,13,0,1,0,4,0,0,1,44,0,4,0,0,0,22,0,4,0,3,0,0,0,1,0,1,0,4,0,0
Gifu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,381,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,90,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,13,0,3,0,11,0,3,0,0,0,4,0,7,0,10,0,0,0,7,0,0,0,26,0,3,0,0,1,55,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Shizuoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,363,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,72,1,3,0,1,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,1,18,0,4,0,26,0,21,0,0,0,3,0,14,1,17,0,2,0,7,0,0,1,80,0,7,0,0,1,64,0,5,0,6,0,0,0,0,0,5,1,2,0,0
Aichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1233,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,157,0,1,0,0,0,6,0,0,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,47,0,6,3,86,0,34,0,0,0,9,1,30,1,53,0,1,0,27,0,2,1,167,0,14,0,0,6,277,0,9,1,8,0,0,0,0,0,3,0,1,0,1
Mie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,12,0,4,1,23,0,1,0,0,0,2,0,8,0,11,0,0,0,3,0,1,0,43,0,2,0,0,2,47,0,1,0,1,0,0,0,1,0,1,0,22,0,0
Shiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,3,0,10,0,4,0,0,0,1,0,12,0,8,1,1,0,2,0,0,0,37,0,4,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kyoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,455,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,24,0,1,0,0,0,19,0,1,0,28,0,9,0,0,0,7,0,7,0,19,0,1,0,4,0,0,0,74,0,3,0,0,0,68,0,1,0,1,0,0,0,1,0,0,0,2,0,0
Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1134,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,148,1,2,0,2,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,1,99,1,19,3,113,0,34,0,2,0,10,2,17,3,144,0,2,2,26,0,3,3,196,0,16,0,0,7,624,0,8,0,5,0,0,0,20,0,9,0,9,0,1
