Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2017",,"Data collected as of December 27, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,"Plague",,Marburg disease,,"Lassa fever",,Acute poliomyelitis,,Tuberculosis,,"Diphtheria",,"Severe Acute Respiratory Syndrome(SARS)",,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,"Paratyphoid fever",,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,"Rabies",,Coccidioidomycosis,,Monkeypox,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,"Nipah virus infection",,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,"Lyssavirus infection(excluding rabies)",,Rift valley fever,,"Melioidosis",,"Legionellosis",,"Leptospirosis",,"Rocky mountain spotted fever",,"Amebiasis",,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant enterobacteriaceae infection,,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,"Severe invasive streptococcal infections(TSLS)",,"Acquired immunodeficiency syndrome (AIDS)",,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
Tochigi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,19,0,4,0,14,1,12,0,0,0,3,0,7,0,13,0,2,0,4,0,0,0,30,0,3,0,0,1,58,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Gunma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,259,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,108,0,2,0,0,0,12,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50,0,0,0,0,0,13,1,7,0,8,0,3,0,0,0,2,0,6,1,13,0,1,0,4,0,0,0,29,0,4,0,0,1,63,0,0,0,4,0,0,0,1,0,0,0,2,0,0
Saitama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,245,0,3,0,0,1,19,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,98,0,2,0,0,0,52,0,11,0,57,1,43,0,0,0,4,2,20,0,34,0,0,1,20,0,2,1,127,0,12,0,0,1,219,0,3,0,2,0,0,0,11,1,6,0,5,0,8
Chiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,179,0,1,0,0,1,20,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1,42,0,16,2,75,2,85,0,0,0,6,1,25,3,51,0,1,0,6,0,3,2,149,0,8,0,0,4,139,0,4,0,7,0,0,0,1,1,8,0,3,0,1
Tokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3371,0,0,0,0,0,0,0,0,0,0,0,2,1,34,1,465,0,8,0,6,1,55,0,0,3,63,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,1,0,0,0,0,0,1,0,157,0,9,0,0,2,212,2,65,1,207,1,70,0,2,0,18,1,71,5,449,0,24,1,51,0,3,4,379,0,52,0,0,17,1735,0,13,0,9,0,0,0,8,0,22,0,28,0,6
Kanagawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1599,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,264,0,3,0,2,0,14,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,99,0,2,0,0,0,89,0,12,1,121,1,47,0,0,2,13,1,44,0,79,0,2,0,25,0,3,8,232,1,15,0,0,2,316,0,10,0,5,0,0,0,6,0,10,0,9,0,1
Niigata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,13,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0,0,13,0,3,1,33,0,12,0,0,0,5,0,10,0,9,0,0,0,6,0,0,1,81,0,3,0,0,1,31,0,4,0,1,0,0,0,0,0,0,0,3,0,0
Toyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,7,0,1,2,10,0,4,0,0,0,2,0,8,0,10,0,4,0,6,0,0,0,36,0,3,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Ishikawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,6,0,0,0,8,1,4,0,0,0,4,0,3,0,5,0,1,0,6,0,0,1,24,0,7,0,0,0,23,0,2,0,1,0,0,0,0,0,0,0,4,0,0
Fukui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,1,0,10,0,0,0,0,0,2,0,4,0,1,0,0,0,3,0,0,1,24,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yamanashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,4,0,5,0,4,0,0,0,6,0,2,0,7,0,0,0,3,0,0,0,17,0,2,0,0,0,13,0,4,0,1,0,0,0,0,0,0,0,1,0,0
Nagano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41,0,1,0,0,0,19,0,5,0,28,0,16,0,0,0,4,0,11,1,17,0,1,0,4,0,0,2,54,0,4,0,0,2,30,0,6,0,3,0,0,0,1,0,4,0,4,0,0
Gifu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,449,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,101,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,14,0,4,1,12,0,6,0,0,0,4,0,7,0,12,0,0,0,8,0,0,1,33,0,4,0,0,0,68,0,1,0,2,0,0,0,0,0,1,0,0,0,0
Shizuoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,573,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,115,0,3,0,1,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,21,0,4,1,32,0,24,0,0,1,5,0,19,0,19,0,3,0,7,0,0,2,91,0,9,0,0,0,85,0,6,0,6,0,0,0,0,1,7,0,2,0,0
Aichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1504,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,177,0,1,0,0,0,6,0,0,1,16,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,1,54,0,10,1,111,1,42,0,0,0,10,0,36,0,65,0,1,1,35,0,2,1,199,0,17,0,0,4,331,0,12,0,11,0,0,0,0,0,3,0,1,0,1
Mie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,17,0,4,0,27,0,2,0,0,0,2,0,10,0,12,0,0,0,4,0,1,1,50,0,3,0,0,0,55,0,1,0,1,0,0,0,1,0,1,0,22,0,0
Shiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,4,0,13,0,4,0,0,0,2,0,15,0,10,0,1,1,3,0,0,2,46,0,4,0,0,1,26,1,2,0,0,0,0,0,0,0,0,0,1,0,0
Kyoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,627,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,1,2,0,0,0,23,0,2,1,38,0,12,0,0,0,8,0,9,1,22,0,1,0,5,0,0,2,90,0,4,0,0,0,83,0,2,0,3,0,0,0,2,0,0,0,2,0,0
Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1363,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,165,0,3,0,3,0,10,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,3,117,0,20,0,135,0,41,0,2,1,13,1,22,2,166,1,4,1,37,0,3,4,255,0,22,0,0,11,812,0,8,0,6,0,0,0,25,0,10,1,10,0,1
